RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2799,15576044,Macdonald,579,Germany,Male,28,6,150329.15,1,1,0,145558.42,0
2928,15669656,Macdonald,632,France,Male,32,6,111589.33,1,1,1,170382.99,0
6529,15696506,MacDonald,604,Spain,Male,27,9,101352.78,1,0,0,30252.3,0
6944,15603741,MacDonnell,719,Spain,Male,40,4,128389.12,1,1,1,176091.31,0
1450,15726556,Macgroarty,594,Germany,Female,26,6,135067.52,2,0,0,131211.86,0
9909,15721469,Mach,492,Germany,Male,45,9,170295.04,2,0,0,164741.81,0
1391,15727281,Macintyre,653,France,Female,27,9,0,2,1,0,96429.29,0
9697,15638788,Mack,550,France,Male,32,8,97514.07,1,1,1,199138.84,0
3746,15808334,Mackay,776,Germany,Female,37,1,93124.04,2,1,1,196079.32,0
1095,15621687,Mackay,813,France,Male,34,0,0,2,1,0,43169.15,0
8991,15729065,Mackay,784,Germany,Male,28,2,109960.06,2,1,1,170829.87,0
1712,15617603,Mackay,850,Germany,Male,30,5,123210.56,2,1,1,102180.27,0
2979,15595917,Mackay,580,France,Female,35,1,102097.33,1,0,1,168285.85,0
1285,15742229,Mackay,583,France,Male,59,7,127450.14,1,0,1,67552.71,0
3683,15572626,Mackenzie,620,Spain,Male,44,8,0,2,1,1,15627.51,0
5608,15771728,Mackenzie,641,Germany,Male,41,7,104405.54,3,1,0,17384.21,0
2208,15731507,Mackenzie,456,France,Female,,1,188285.68,1,0,0,58363.94,0
6399,15591822,Mackenzie,593,Spain,Male,26,9,76226.9,1,1,0,167564.82,0
4714,15764448,Mackenzie,837,Germany,Male,35,0,144037.6,1,1,0,145325.32,0
561,15670080,Mackenzie,584,Germany,Female,29,7,105204.01,,0,1,138490.03,0
7343,15730360,Mackenzie,502,France,Male,30,4,0,2,1,1,66263.87,0
1530,15697283,Mackenzie,578,Spain,Male,23,8,0,2,1,0,112124.98,0
2030,15666043,Mackey,520,France,Male,33,4,156297.58,2,1,1,166102.61,0
7181,15632789,Maclean,794,France,Male,,8,0,2,1,1,24113.91,0
9006,15802823,Maclean,745,Spain,Female,38,7,0,2,1,1,194230.82,0
6885,15662571,Maclean,639,France,Male,35,8,0,2,1,0,170483.9,0
1429,15794560,Maclean,550,France,Male,57,5,0,1,1,1,133501.94,0
5731,15577683,Maclean,539,France,Female,29,4,0,2,1,1,100919.19,0
26,15738191,Maclean,577,France,Male,25,3,0,,0,1,124508.29,0
8484,15589949,Maclean,433,Spain,Male,34,9,152806.74,1,1,0,19687.99,0
6479,15573348,Maclean,850,France,Male,35,9,102050.47,1,1,1,3769.71,0
6959,15596808,Maclean,679,Spain,Male,33,4,96110.22,1,1,0,1173.23,0
3116,15582066,Maclean,561,France,Male,21,4,0,1,1,1,36942.35,0
1034,15695475,Maclean,645,France,Male,29,1,130131.08,2,0,1,196474.35,0
159,15589975,Maclean,646,France,Female,73,6,97259.25,,0,1,104719.66,0
8798,15630466,Maclean,797,France,Male,,8,0,1,0,0,125110.02,0
961,15686164,Maclean,850,Germany,Female,31,1,108822.4,,1,1,132173.31,0
9841,15607877,Maclean,576,Spain,Male,,8,0,2,0,1,34101.06,0
6199,15779627,Maclean,573,Germany,Male,,0,134644.19,1,1,1,70381.49,0
3542,15637169,Maclean,838,Spain,Female,67,4,103267.8,1,1,1,78310.04,0
8629,15713890,Maclean,704,France,Male,44,3,0,2,0,1,152884.85,0
9564,15624374,Maclean,703,France,Male,28,9,0,2,0,1,2151.17,0
8588,15649457,Macleod,588,Germany,Male,,2,131341.46,2,0,1,7034.94,0
5159,15789582,Macleod,587,France,Male,55,9,0,1,1,0,64593.07,0
7361,15591035,Macleod,644,Spain,Male,54,6,0,1,0,1,84622.37,0
2574,15645942,Macleod,689,Spain,Male,40,2,0,2,1,1,164768.82,0
7134,15731166,Macleod,743,France,Female,30,1,127023.39,1,1,1,138780.89,0
6221,15716926,Macleod,807,France,Male,33,10,101952.97,2,1,0,178153.65,0
2818,15768244,Macleod,538,Spain,Female,30,8,0,2,1,1,41192.95,0
7778,15638730,Macleod,711,France,Female,21,0,82844.33,2,0,1,1408.68,0
8502,15797197,Macleod,678,Spain,Male,29,6,0,2,1,0,64443.75,0
512,15761043,Macleod,632,Germany,Female,38,6,86569.76,,1,0,98090.91,0
9654,15735799,Maconochie,527,Germany,Male,58,3,137318.42,1,1,1,126144.96,0
9912,15776229,MacPherson,682,France,Male,44,3,115282.3,1,0,0,23766.4,0
1719,15762745,Macvitie,648,Spain,Male,,8,0,1,1,0,133653.38,0
3017,15642725,Madison,797,France,Male,32,10,114084.6,1,0,1,125782.29,0
245,15576269,Madison,523,Spain,Male,34,7,0,,1,0,62030.06,0
5636,15746662,Maduabuchim,568,Spain,Female,27,1,116320.68,1,0,1,45563.94,0
4326,15727489,Madueke,567,Spain,Female,45,1,157320.51,1,1,0,62193.92,0
4508,15587690,Madueke,592,France,Male,28,2,116498.22,1,1,0,144290.25,0
4345,15585427,Madueke,528,France,Female,26,10,102073.67,2,0,0,166799.93,0
365,15676715,Madukaego,640,France,Male,68,9,0,,1,1,199493.38,0
1184,15600992,Madukaego,652,France,Male,36,1,0,2,1,1,151314.98,0
4661,15724632,Madukaego,537,France,Female,41,0,0,2,0,1,175262.49,0
8774,15589200,Madukaife,617,Spain,Male,34,9,0,2,1,0,118749.58,0
8483,15756655,Madukaife,632,France,Female,34,2,0,2,0,0,165385.55,0
3600,15767921,Madukwe,613,France,Male,41,7,0,2,1,0,60297.72,0
522,15653547,Madukwe,850,France,Male,56,7,131317.48,,1,1,119175.45,0
4692,15758050,Madukwe,622,Spain,Male,37,4,0,2,1,0,4459.5,0
3718,15623536,Madukwe,646,Germany,Male,39,0,154439.86,1,1,0,171519.06,0
146,15800703,Madukwe,485,Spain,Female,21,5,113157.22,,1,1,54141.5,0
34,15659428,Maggard,520,Spain,Female,42,6,0,,1,1,34410.55,0
2684,15739046,Maggard,850,Spain,Female,23,9,143054.85,1,0,1,62980.96,0
9253,15800805,Maher,451,France,Female,31,7,140931.82,1,0,1,20388.77,0
6414,15734765,Mahmood,739,France,Female,20,4,133800.98,1,0,1,150245.81,0
7408,15766663,Mahmood,639,France,Male,22,4,0,2,1,0,28188.96,0
3406,15793693,Mahomed,694,France,Male,60,9,0,1,1,1,57088.97,0
3013,15739160,Mahon,849,France,Female,41,9,115465.28,1,1,0,103174.5,0
3043,15622833,Mahon,835,Germany,Female,29,10,130420.2,2,0,0,106276.55,0
6657,15795640,Mai,683,Germany,Female,35,1,132371.3,2,0,0,186123.57,0
4664,15578783,Mai,620,Germany,Male,35,0,76989.97,1,1,1,17242.79,0
2810,15757001,Mai,624,France,Female,32,2,79368.87,2,1,1,145471.94,0
1692,15772933,Mai,591,Spain,Male,31,8,0,1,1,1,141677.33,0
6126,15687913,Mai,501,Germany,Female,34,7,93244.42,1,0,1,199805.63,0
4181,15569438,Mai,607,Germany,Male,36,10,106702.94,2,0,0,198313.69,0
3776,15709004,Mai,528,Germany,Male,22,5,93547.23,2,0,1,961.57,0
4201,15751943,Mai,529,Spain,Female,43,5,0,2,0,0,79476.63,0
3010,15660200,Mai,551,France,Male,31,1,0,2,1,1,185105.44,0
6060,15627854,Mai,707,Spain,Male,44,3,0,2,1,1,135077.01,0
602,15645569,Mai,762,Spain,Female,26,7,123709.46,,1,1,169654.57,0
534,15592300,Mai,543,Spain,Male,35,10,59408.63,,1,0,76773.53,0
1348,15668445,Mai,521,France,Male,37,2,0,2,1,1,86372.24,0
1023,15765014,Mai,547,France,Female,48,1,179380.74,2,0,1,69263.1,0
6932,15808930,Mai,531,France,Female,37,1,0,1,1,0,4606.97,0
3259,15577514,Mai,698,Germany,Female,,7,121263.62,1,1,1,13387.88,0
6815,15665943,Mai,445,France,Male,25,6,0,2,1,0,119425.94,0
8280,15813283,Mai,605,France,Female,34,2,0,1,0,0,35982.42,0
638,15583725,Mairinger,682,France,Male,48,1,138778.15,,0,1,168840.23,0
3986,15615091,Maitland,691,France,Male,24,6,0,2,1,1,92811.2,0
6782,15714874,Major,850,France,Female,42,3,0,2,1,1,176883.42,0
1153,15589754,Malloy,652,Germany,Male,45,2,151421.44,1,0,1,115333.43,0
2503,15782659,Mamelu,527,France,Male,,0,0,1,1,0,109523.88,0
692,15688251,Mamelu,767,France,Male,43,1,76408.85,,1,0,77837.63,0
7817,15629128,Mamelu,774,Germany,Male,42,2,132193.94,2,1,1,162865.52,0
1376,15574004,Mancini,429,France,Female,27,6,117307.44,2,1,1,24020.49,0
5966,15644132,Mancini,724,France,Female,30,9,142475.87,1,1,1,107848.24,0
5484,15666032,Mancini,568,Spain,Male,28,1,127289.28,1,0,0,45611.51,0
9988,15588839,Mancini,606,Spain,Male,30,8,180307.73,2,1,1,1914.41,0
8526,15751084,Mancini,712,France,Female,29,8,140170.61,1,1,1,38170.04,0
8202,15614936,Mancini,718,Spain,Female,49,10,82321.88,1,0,1,11144.4,0
4030,15634218,Mancini,501,Germany,Male,,4,95331.83,2,1,0,132104.76,0
9978,15579969,Mancini,683,France,Female,32,9,0,2,1,1,24991.92,0
2652,15604544,Manfrin,850,Germany,Male,40,4,166082.15,2,0,1,44406.17,0
3702,15678317,Manfrin,603,France,Male,46,2,0,2,1,1,59563.49,0
7822,15686588,Manfrin,777,France,Female,,2,134571.5,1,0,1,118313.38,0
6158,15612444,Manfrin,549,France,Male,29,3,0,2,1,0,146090.38,0
8820,15790750,Manfrin,592,Germany,Male,36,10,123187.51,1,0,1,146111.35,0
6988,15577170,Manfrin,532,France,Male,,5,76705.87,2,0,1,13889.73,0
4533,15739194,Manfrin,548,Spain,Male,,0,178056.54,2,1,0,38434.73,0
6587,15699515,Manfrin,643,Germany,Male,33,7,98630.31,2,1,1,40250.82,0
2210,15764237,Manfrin,663,Spain,Male,33,9,0,2,0,0,91514.62,0
9055,15617476,Manfrin,546,France,Female,,5,0,2,0,1,198543.09,0
6209,15729804,Manfrin,714,France,Male,34,10,0,2,1,1,80234.14,0
998,15608114,Manfrin,587,Spain,Male,62,7,121286.27,,0,1,6776.92,0
6207,15776124,Mann,802,Spain,Male,51,7,0,1,0,1,40855.79,0
9879,15770041,Manna,728,Spain,Female,43,8,128412.61,1,0,1,139024.31,0
3741,15777855,Manna,649,France,Male,45,7,0,2,0,1,75204.21,0
6371,15798200,Manna,707,France,Male,,2,0,3,1,1,94148.3,0
7002,15662854,Manna,681,Germany,Male,48,5,139714.4,2,0,0,73066.72,0
836,15575883,Manna,559,France,Male,34,2,137390.11,,1,0,9677,0
7831,15600173,Manna,595,France,Female,33,9,0,2,1,1,41447.86,0
7306,15794204,Manna,687,France,Male,28,7,108116.66,1,1,1,27411.19,0
4289,15762882,Manna,577,Germany,Female,,4,61211.18,1,1,1,145250.43,0
9842,15736327,Manna,567,Germany,Female,46,1,68238.51,2,1,1,109572.58,0
1578,15576714,Manna,687,Spain,Female,21,8,0,2,1,1,154767.34,0
7850,15627395,Manners,643,Germany,Male,41,7,154902.66,1,1,1,49667.28,0
8643,15810203,Manning,499,Germany,Female,,6,77627.33,2,1,0,108222.68,0
2931,15573452,Manning,663,Germany,Male,42,7,115930.87,1,1,0,19862.78,0
6045,15734588,Manning,684,France,Male,46,0,0,2,1,1,36376.97,0
3141,15780572,Mansom,653,Spain,Male,30,4,0,2,1,0,120736.04,0
2765,15597265,Mao,660,France,Male,38,7,0,2,0,1,146585.53,0
5833,15607786,Mao,709,France,Male,,6,156551.63,1,0,1,4410.77,0
9596,15724543,Mao,597,France,Male,61,5,0,2,1,1,81299.17,0
1132,15733974,Mao,500,Spain,Male,37,9,125822.21,1,1,0,111698,0
7165,15713983,Mao,780,Germany,Male,34,5,94108.54,2,1,0,177235.21,0
4917,15613816,Mao,539,Spain,Female,39,6,62052.28,1,0,1,59755.14,0
9888,15646310,Mao,684,Spain,Male,24,8,143582.89,1,1,1,22527.27,0
5846,15654300,Mao,530,Germany,Male,33,9,75242.28,1,0,1,101694.67,0
653,15711889,Mao,668,France,Male,42,3,150461.07,,1,0,108139.23,0
1979,15792329,Mao,494,Germany,Male,37,5,107106.33,2,1,0,172063.09,0
2710,15780212,Mao,592,France,Male,37,4,212692.97,1,0,0,176395.02,0
2004,15799350,Mao,632,France,Male,41,0,106134.46,1,0,1,105570.39,0
6860,15811927,Marcelo,733,France,Female,38,3,157658.36,1,0,0,19658.43,0
1053,15623471,Marcelo,607,Germany,Male,38,3,98205.77,1,1,0,176318.27,0
3596,15654156,Marcelo,722,Germany,Female,32,5,106807.64,1,1,1,76998.69,0
7245,15670029,Marcelo,445,France,Female,33,7,0,2,1,0,122625.68,0
3553,15730161,Marcelo,833,France,Female,39,3,0,2,1,0,1710.89,0
2108,15714586,Marcelo,646,Spain,Female,42,3,99836.47,1,0,1,22909.56,0
4179,15737080,Marchesi,510,France,Female,32,1,0,2,0,1,28515.17,0
4208,15732774,Marchesi,656,France,Male,37,7,112291.34,1,1,0,153157.97,0
2245,15756305,Marchesi,515,France,Female,66,6,0,2,1,1,160663.11,0
217,15680920,Marchesi,695,France,Male,46,7,49512.55,,1,0,133007.34,0
3203,15598070,Marchesi,564,France,Female,33,4,135946.26,1,1,0,63170,0
3389,15588622,Marchesi,599,Germany,Male,25,7,108380.72,1,1,1,79005.95,0
9552,15688563,Marchesi,694,Germany,Male,31,4,141989.27,2,1,0,26116.82,0
5831,15810711,Marcum,684,Germany,Male,37,4,138476.41,2,1,1,52367.29,0
9546,15570073,Marian,721,Spain,Male,57,1,0,1,1,1,195940.96,0
3290,15592570,Marino,773,Spain,Female,23,8,0,2,1,0,56759.79,0
4725,15578648,Marino,543,Germany,Male,49,6,59532.18,1,1,0,104253.56,0
5247,15801863,Marino,521,France,Female,32,2,136555.01,2,1,1,129353.21,0
1576,15636756,Marino,545,France,Male,23,2,0,2,1,0,189613.12,0
9143,15663312,Marino,494,France,Female,35,9,112727.06,2,1,0,183752.91,0
9635,15580805,Marino,655,France,Male,27,10,0,2,1,0,51620.94,0
2548,15634772,Mario,682,Spain,Female,59,0,122661.39,1,0,1,84803.76,0
2462,15592765,Marks,637,France,Male,40,8,125470.81,1,1,1,174536.17,0
9711,15624677,Marquez,543,Germany,Female,37,3,122304.65,2,0,0,33998.7,0
343,15681081,Marrero,545,Spain,Female,47,5,0,,1,1,38970.14,0
6136,15624611,Marsden,497,Spain,Male,37,8,128650.11,2,1,1,163641.53,0
6883,15609160,Marsden,586,France,Male,32,1,0,2,0,0,31635.99,0
4532,15656029,Marsden,609,France,Male,37,6,0,2,0,1,22030.72,0
5755,15766378,Marsden,714,Germany,Female,,9,106431.97,2,1,1,164117.69,0
9282,15679966,Marsh,661,France,Female,31,3,133964.3,1,1,1,166187.1,0
3129,15794253,Marsh,832,Spain,Female,34,6,138190.13,2,0,1,146511.2,0
7579,15656417,Marsh,582,France,Female,39,1,132077.48,2,1,0,192255.15,0
5303,15636700,Marsh,701,France,Male,,9,140236.98,1,0,1,146651.99,0
5716,15657396,Marshall,806,France,Male,31,9,0,2,0,1,140168.36,0
9715,15681274,Marshall,726,Spain,Female,56,2,105473.74,1,1,1,46044.7,0
1703,15713644,Marshall,686,Spain,Male,22,5,0,2,1,0,158974.45,0
1273,15756539,Marshall,585,Germany,Female,39,7,165610.41,2,0,0,131852.01,0
1024,15682639,Marshall,642,France,Male,32,3,0,2,1,1,88698.83,0
2874,15707189,Marshall,667,Germany,Female,,1,114391.62,1,1,1,53412.54,0
9013,15718406,Marshall,540,France,Male,,3,0,2,1,0,121098.65,0
189,15726676,Marshall,616,Spain,Male,30,5,0,,0,1,196108.51,0
1782,15771636,Marshall,793,Spain,Female,36,0,0,1,0,0,148993.47,0
8059,15698184,Marshall,484,France,Female,50,2,90408.16,2,0,0,48170.57,0
1796,15757648,Marshall,683,Germany,Female,35,5,95698.79,1,0,1,182566.76,0
5464,15750099,Marshall,731,France,Female,36,6,0,1,0,0,152128.36,0
4479,15622443,Marshall,549,France,Male,,4,0,2,0,1,25684.85,0
2055,15730868,Marshall,747,France,Male,41,5,0,2,1,1,22750.17,0
4831,15620758,Martel,660,Spain,Male,30,4,0,2,1,0,129149.06,0
6805,15787884,Martin,692,France,Female,,7,0,2,1,1,18826.34,0
6271,15702806,Martin,696,Spain,Male,24,9,0,1,0,0,10883.52,0
4718,15580487,Martin,627,Germany,Male,38,8,106922.92,2,0,1,84270.09,0
8082,15757895,Martin,569,Germany,Male,,6,106629.49,1,0,1,44114.88,0
7149,15598802,Martin,770,Spain,Male,30,8,0,2,0,1,50839.85,0
7953,15622305,Martin,746,Germany,Female,33,2,107868.14,2,1,1,146192.4,0
7347,15720644,Martin,789,France,Male,27,6,0,2,1,0,103603.65,0
492,15699005,Martin,710,France,Female,41,2,156067.05,,1,1,9983.88,0
2094,15806132,Martin,555,France,Male,55,4,146798.81,1,1,1,74149.77,0
4653,15675252,Martin,734,Spain,Female,39,3,92636.96,2,1,1,125671.29,0
5505,15625584,Martin,786,France,Male,32,2,120452.4,2,0,0,79602.86,0
6792,15599591,Martin,600,Germany,Female,39,7,88477.36,2,1,0,58632.37,0
8759,15732621,Martin,663,France,Male,34,10,0,1,1,1,114083.73,0
2299,15614034,Martin,607,Germany,Male,,2,164523.5,2,1,1,35786.76,0
749,15813034,Martin,727,Spain,Male,38,2,62276.99,,1,1,59280.79,0
8570,15733460,Martin,622,Spain,Male,36,9,0,2,1,1,104852.6,0
809,15708917,Martin,598,Germany,Male,53,10,167772.96,,1,1,136886.86,0
7463,15598266,Martin,610,France,Male,40,9,0,1,1,1,149602.54,0
4397,15691119,Martin,721,Germany,Male,68,4,136525.99,1,0,0,175399.14,0
7792,15570299,Martin,584,Germany,Female,,6,152622.34,1,1,0,99298.8,0
9004,15792720,Martinez,676,France,Male,33,6,171490.78,1,0,0,79099.64,0
4230,15808326,Maslov,592,France,Female,34,9,0,2,1,1,20460.2,0
6831,15669262,Maslov,765,France,Male,43,9,157960.49,2,0,0,136602.8,0
5377,15602500,Maslova,850,Spain,Male,38,1,146343.98,1,0,1,103902.11,0
6027,15718843,Maslova,769,Spain,Male,41,1,72509.91,1,1,0,25723.73,0
4277,15623478,Maslova,670,Germany,Female,,4,102954.68,2,0,1,134942.45,0
1552,15749177,Maslow,730,Spain,Female,52,7,0,2,0,1,122398.84,0
8131,15588928,Maslow,704,France,Male,,5,0,2,1,1,145338.61,0
7060,15642934,Mason,669,Germany,Female,,4,108269.2,2,1,0,174969.92,0
5555,15784218,Mason,620,Spain,Male,38,0,0,2,1,1,38015.34,0
7189,15711742,Mason,708,France,Female,34,4,0,1,1,1,62868.33,0
6583,15785975,Mason,525,Spain,Female,60,7,0,2,0,1,168034.9,0
1902,15781034,Mason,796,Spain,Male,67,5,0,2,0,1,54871.02,0
9195,15640106,Mason,613,France,Male,40,7,124339.9,1,0,0,193309.58,0
5390,15682728,Mathews,774,France,Female,32,4,0,2,0,0,114899.13,0
1484,15790683,Matthews,850,France,Male,36,1,104077.19,2,0,1,68594,0
8356,15695301,Matthews,504,Spain,Male,44,4,113522.64,1,1,1,12405.2,0
5843,15799128,Matthews,608,Spain,Female,38,9,102406.76,1,0,1,57600.66,0
9825,15658980,Matthews,711,Germany,Male,26,9,128793.63,1,1,0,19262.05,0
3912,15710527,Matthews,782,France,Female,35,4,0,1,1,1,119565.34,0
1618,15801062,Matthews,557,Spain,Female,40,4,0,2,0,1,105433.53,0
2789,15726589,Matveyev,540,Germany,Male,39,1,82531.11,1,1,0,114092.52,0
4133,15737571,Matveyev,540,Spain,Female,28,6,84121.04,1,0,1,80698.54,0
4660,15572762,Matveyeva,410,Germany,Female,50,2,102278.79,2,1,0,89822.48,0
2995,15710257,Matveyeva,625,France,Female,39,3,130786.92,1,0,1,121316.07,0
7836,15788189,Matveyeva,665,France,Female,41,8,96147.55,1,1,0,137037.97,0
253,15793726,Matveyeva,681,France,Female,,0,0,,0,1,170968.99,0
8231,15755239,Maughan,758,Germany,Male,32,4,162657.64,2,1,1,115525.13,0
8990,15687558,Mault,640,Germany,Female,31,10,118613.34,1,1,0,168469.65,0
4921,15615016,Maurer,515,France,Male,33,2,0,2,1,1,136028.97,0
6214,15697678,Maxwell,590,Germany,Male,36,6,92340.69,2,1,1,174667.58,0
9252,15624013,Maxwell,541,France,Female,39,6,109844.81,1,1,0,25289.23,0
5320,15719779,May,645,Germany,Male,25,1,157404.02,2,1,0,93073.04,0
883,15785519,May,565,France,Male,36,6,106192.1,,1,0,149575.59,0
7200,15705343,May,649,Spain,Female,32,7,0,1,1,0,28797.32,0
8738,15780498,Maynard,634,France,Male,34,3,145030.92,1,1,1,41820.65,0
4441,15760121,Maynard,712,France,Male,32,9,100606.02,1,1,0,165693.06,0
5483,15642619,Mayne,603,Spain,Male,46,2,0,2,1,0,174478.54,0
8157,15785576,Mayrhofer,434,Germany,Male,71,9,119496.87,1,1,0,125848.88,0
7815,15598338,Mays,647,Germany,Female,33,3,168560.46,2,0,0,90270.16,0
3522,15812706,Mazure,627,Spain,Male,49,4,111087.5,1,0,1,146680.25,0
9417,15795370,Mazure,648,Germany,Male,37,6,131753.41,1,1,0,86894.67,0
4898,15723851,Mazzanti,699,Spain,Male,40,2,0,1,1,0,78387.32,0
3623,15720338,Mazzanti,592,Spain,Male,55,8,85845.43,2,1,1,128918.42,0
3289,15807837,Mazzanti,640,France,Female,30,6,107499.7,1,1,1,187632.22,0
329,15669064,Mazzanti,671,Germany,Male,35,1,144848.74,,1,1,179012.3,0
2573,15785865,Mazzanti,711,France,Male,58,9,91285.13,2,1,1,26767.85,0
3603,15582762,Mazzanti,667,Spain,Male,77,2,0,1,1,1,34702.92,0
3119,15789432,Mazzanti,451,France,Male,33,6,0,2,1,0,184954.11,0
2705,15622494,Mazzanti,718,France,Male,,2,0,2,0,0,26229.24,0
6887,15670738,Mazzanti,733,Germany,Male,45,2,113939.36,2,1,0,3218.71,0
1662,15806447,Mazzanti,690,Germany,Male,,0,106683.52,2,1,1,137916.49,0
5365,15704144,Mazzanti,812,Germany,Male,33,2,127154.14,2,0,1,105383.49,0
9170,15659002,Mazzanti,766,France,Female,45,6,0,2,0,0,147184.74,0
2477,15617136,Mazzanti,451,Germany,Female,38,9,61482.47,1,1,1,167538.66,0
3920,15759717,Mazzi,763,Spain,Female,39,7,0,2,1,0,19458.75,0
8474,15802009,Mazzi,770,France,Female,,6,0,2,1,1,126131.9,0
5673,15622442,Mazzi,619,France,Male,29,5,0,2,1,0,194310.1,0
5062,15734005,Mazzi,633,France,Female,42,1,0,2,1,0,56865.62,0
7865,15594436,Mazzi,588,Spain,Male,33,2,0,2,1,1,12483.56,0
6046,15784594,Mazzi,549,Germany,Female,37,1,130622.34,2,1,1,128499.94,0
710,15734886,Mazzi,686,France,Female,34,3,123971.51,,1,0,147794.63,0
4639,15659399,Mazzi,516,Germany,Male,50,7,139675.07,2,1,0,45591.23,0
8244,15572174,Mazzi,825,France,Male,29,3,148874.01,2,0,1,71192.82,0
2241,15670345,Mazzi,785,Germany,Female,33,6,127211.45,1,0,0,191961.83,0
1763,15815660,Mazzi,758,France,Female,34,1,154139.45,1,1,1,60728.89,0
3963,15600911,Mbadiwe,712,France,Male,33,2,182888.08,1,1,0,3061,0
1998,15624781,Mbanefo,672,France,Female,,1,142151.75,2,1,1,168753.34,0
8304,15728333,McBurney,521,France,Male,43,8,0,1,1,1,93180.09,0
1029,15686345,McCaffrey,828,Spain,Male,34,9,0,2,1,1,81853.98,0
1442,15688713,McCall,627,Spain,Male,44,6,0,1,1,1,114469.55,0
4529,15624995,McCane,714,Spain,Female,,6,152926.6,1,1,1,50899.91,0
9586,15610557,McCarthy,695,Spain,Female,35,7,79858.13,2,1,1,127977.66,0
4966,15729515,McCarthy,782,France,Male,36,1,148795.17,2,1,1,195681.43,0
8009,15587210,McCartney,591,Germany,Female,44,10,113581.98,1,1,0,1985.41,0
7082,15672894,McCawley,625,France,Female,36,8,129944.39,2,0,0,198914.8,0
2715,15710928,McChesney,665,France,Female,55,8,136354.16,1,1,1,93769.89,0
8470,15799534,McClaran,720,France,Male,,5,183135.39,2,1,1,197688.5,0
4166,15725478,McClemans,775,France,Male,60,7,0,2,1,1,111558.7,0
7942,15583755,McClemans,592,Germany,Male,33,2,156570.86,1,1,1,37140.2,0
5507,15697028,McClinton,590,Spain,Male,34,0,65812.35,2,0,1,160346.3,0
4824,15744789,McConnell,786,Spain,Female,32,6,114512.59,1,1,0,15796.66,0
4364,15637110,McCulloch,634,Spain,Female,35,10,0,1,1,0,82634.41,0
7619,15752601,McCulloch,578,France,Female,40,7,0,2,0,0,102233.73,0
3325,15815420,McDaniels,808,Spain,Male,,8,139196,1,0,1,74028.36,0
7443,15715519,McDavid,614,Spain,Male,36,5,0,2,1,0,130610.78,0
2321,15775888,McDonald,593,Germany,Female,38,5,85626.6,1,1,1,125079.65,0
6807,15795586,McDonald,478,France,Male,35,1,92474.05,1,1,0,178626.07,0
2505,15625942,McDonald,619,Spain,Female,45,0,0,2,0,0,113645.4,0
1452,15684198,McDonald,551,France,Female,38,10,0,2,1,1,216.27,0
4299,15680001,McDonald,602,France,Male,38,7,111835.94,2,1,0,124389.61,0
9549,15758513,McDonald,569,France,Male,,7,0,2,1,0,52534.81,0
4242,15626040,McDonald,793,Spain,Male,63,0,0,2,0,1,27166.75,0
5514,15693543,McDonald,708,France,Female,33,8,0,2,0,1,15246.83,0
21,15577657,McDonald,732,France,Male,41,8,0,,1,1,170886.17,0
5274,15733904,McDonald,529,France,Male,32,9,147493.89,1,1,0,33656.35,0
2502,15753370,McDonald,691,Germany,Female,38,5,114753.76,1,1,0,107665.02,0
3699,15717935,McDonald,589,France,Female,21,3,0,2,0,1,55601.44,0
6260,15585748,McDonald,585,Germany,Female,,9,135337.49,2,1,1,40385.61,0
5296,15801788,McDonald,706,Germany,Female,29,6,185544.36,1,1,0,171037.63,0
1620,15770309,McDonald,656,France,Male,18,10,151762.74,1,0,1,127014.32,0
9840,15687385,McDowell,484,France,Male,41,5,0,1,1,1,74267.35,0
5795,15694125,McElhone,669,France,Male,57,5,0,2,1,1,56875.76,0
6171,15611157,McElhone,709,France,Female,32,2,87814.89,1,1,0,138578.37,0
776,15752137,McElroy,648,France,Male,33,7,134944,,1,1,117036.38,0
1981,15775880,McElyea,554,France,Female,30,9,0,2,1,1,40320.3,0
319,15677512,McEncroe,628,Spain,Female,22,3,0,,1,0,85426.28,0
7223,15694237,McEwan,744,Spain,Male,39,4,95161.75,1,1,0,19409.77,0
2357,15614934,McEwan,625,Germany,Female,37,4,142711.81,1,1,0,35625.41,0
9548,15682454,McFarland,626,France,Female,34,3,0,2,1,1,37870.29,0
3320,15567114,McGarry,430,France,Male,35,1,118894.22,1,0,0,2923.61,0
7025,15714087,McGill,624,Germany,Female,,5,151855.33,1,1,0,68794.15,0
2312,15664639,McGregor,645,France,Male,,9,128514.84,1,0,0,175969.19,0
4841,15691647,McGregor,411,France,Female,35,2,0,2,1,1,93825.78,0
7014,15599440,McGregor,748,France,Female,34,8,0,2,1,0,53584.03,0
9722,15724876,McGregor,560,France,Female,38,5,83714.41,1,1,1,33245.97,0
1754,15777639,McGregor,595,Spain,Female,23,10,101126.66,2,0,0,37042.8,0
4392,15742404,McGregor,718,France,Male,38,7,0,2,1,0,38308.34,0
8281,15745716,McGregor,706,Spain,Male,,7,0,2,0,1,117939.17,0
8977,15796617,McGregor,720,France,Male,29,2,0,2,1,0,39925.52,0
9969,15733491,McGregor,512,Germany,Female,40,8,153537.57,2,0,0,23101.13,0
4070,15656613,McGregor,646,France,Female,,3,131283.11,1,0,0,130500.65,0
